France	GK	Brice Samba	Rennes
France	DF	Malo Gusto	Chelsea
France	DF	Lucas Digne	Aston Villa
France	DF	Dayot Upamecano	Bayern Munich
France	DF	Jules Koundé	Barcelona
France	MF	Manu Koné	Roma
France	FW	Ousmane Dembélé	Paris Saint-Germain
France	MF	Aurélien Tchouaméni	Real Madrid
France	FW	Marcus Thuram	Inter Milan
France	FW	Kylian Mbappé	Real Madrid
France	FW	Michael Olise	Bayern Munich
France	FW	Bradley Barcola	Paris Saint-Germain
France	MF	N'Golo Kanté	Fenerbahçe
France	MF	Adrien Rabiot	Milan
France	DF	Ibrahima Konaté	Liverpool
France	GK	Mike Maignan	Milan
France	DF	William Saliba	Arsenal
France	MF	Warren Zaïre-Emery	Paris Saint-Germain
France	DF	Théo Hernandez	Al-Hilal
France	FW	Désiré Doué	Paris Saint-Germain
France	DF	Lucas Hernandez	Paris Saint-Germain
France	FW	Jean-Philippe Mateta	Crystal Palace
France	GK	Robin Risser	Lens
France	MF	Rayan Cherki	Manchester City
France	MF	Maghnes Akliouche	Monaco
France	DF	Maxence Lacroix	Crystal Palace
Iraq	GK	Fahad Talib	Al-Talaba
Iraq	DF	Rebin Sulaka	Port
Iraq	DF	Hussein Ali	Pogon Szczecin
Iraq	DF	Zaid Tahseen	Pakhtakor
Iraq	DF	Akam Hashim	Al-Zawraa
Iraq	DF	Manaf Younis	Al-Shorta
Iraq	MF	Youssef Amyn	AEK Larnaca
Iraq	MF	Ibrahim Bayesh	Al Dhafra
Iraq	FW	Ali Al-Hamadi	Luton Town
Iraq	FW	Mohanad Ali	Dibba
Iraq	FW	Ahmed Qasem	Nashville SC
Iraq	GK	Jalal Hassan	Al-Zawraa
Iraq	FW	Ali Yousif	Al-Talaba
Iraq	MF	Zidane Iqbal	FC Utrecht
Iraq	DF	Ahmed Maknzi	Al-Karma
Iraq	MF	Amir Al-Ammari	KS Cracovia
Iraq	FW	Ali Jasim	Al-Najma
Iraq	FW	Aymen Hussein	Al-Karma
Iraq	MF	Kevin Yakob	AGF
Iraq	MF	Aimar Sher	Sarpsborg 08
Iraq	FW	Marko Farji	Venezia
Iraq	GK	Ahmed Basil	Al-Shorta
Iraq	DF	Merchas Doski	FC Viktoria Plzeň
Iraq	MF	Zaid Ismail	Al-Talaba
Iraq	DF	Mustafa Saadoon	Al-Shorta
Iraq	DF	Frans Putros	Persib
Norway	GK	Ørjan Nyland	Sevilla
Norway	MF	Morten Thorsby	Cremonese
Norway	DF	Kristoffer Ajer	Brentford
Norway	DF	Leo Østigård	Genoa
Norway	DF	David Møller Wolfe	Wolverhampton Wanderers
Norway	MF	Patrick Berg	Bodø/Glimt
Norway	FW	Alexander Sørloth	Atlético Madrid
Norway	MF	Sander Berge	Fulham
Norway	FW	Erling Haaland	Manchester City
Norway	MF	Martin Ødegaard	Arsenal
Norway	FW	Jørgen Strand Larsen	Crystal Palace
Norway	GK	Sander Tangvik	Hamburger SV
Norway	GK	Egil Selvik	Watford
Norway	MF	Fredrik Aursnes	Benfica
Norway	DF	Fredrik André Bjørkan	Bodø/Glimt
Norway	DF	Marcus Holmgren Pedersen	Torino
Norway	DF	Torbjørn Heggem	Bologna
Norway	MF	Kristian Thorstvedt	Sassuolo
Norway	MF	Thelo Aasgaard	Rangers
Norway	FW	Antonio Nusa	RB Leipzig
Norway	MF	Andreas Schjelderup	Benfica
Norway	MF	Oscar Bobb	Fulham
Norway	MF	Jens Petter Hauge	Bodø/Glimt
Norway	DF	Sondre Langås	Derby County
Norway	DF	Henrik Falchener	Viking
Norway	FW	Julian Ryerson	Borussia Dortmund
Senegal	GK	Yehvann Diouf	Nice
Senegal	DF	Mamadou Sarr	Chelsea
Senegal	DF	Kalidou Koulibaly	Al-Hilal
Senegal	DF	Abdoulaye Seck	Maccabi Haifa
Senegal	MF	Idrissa Gueye	Everton
Senegal	MF	Pathé Ciss	Rayo Vallecano
Senegal	FW	Assane Diao	Como
Senegal	MF	Lamine Camara	Monaco
Senegal	FW	Bamba Dieng	Lorient
Senegal	FW	Sadio Mané	Al-Nassr
Senegal	FW	Nicolas Jackson	Bayern Munich
Senegal	FW	Cherif Ndiaye	Samsunspor
Senegal	FW	Iliman Ndiaye	Everton
Senegal	DF	Ismail Jakobs	Galatasaray
Senegal	DF	Krépin Diatta	Monaco
Senegal	GK	Édouard Mendy	Al-Ahli
Senegal	MF	Pape Matar Sarr	Tottenham Hotspur
Senegal	FW	Ismaïla Sarr	Crystal Palace
Senegal	DF	Moussa Niakhaté	Lyon
Senegal	FW	Ibrahim Mbaye	Paris Saint-Germain
Senegal	MF	Habib Diarra	Sunderland
Senegal	MF	Bara Sapoko Ndiaye	Bayern Munich
Senegal	GK	Mory Diaw	Le Havre
Senegal	DF	Antoine Mendy	Nice
Senegal	DF	El Hadji Malick Diouf	West Ham United
Senegal	MF	Pape Gueye	Villarreal
