Belgium	GK	Thibaut Courtois	Real Madrid
Belgium	DF	Zeno Debast	Sporting CP
Belgium	DF	Arthur Theate	Eintracht Frankfurt
Belgium	DF	Brandon Mechele	Club Brugge
Belgium	DF	Maxim De Cuyper	Brighton & Hove Albion
Belgium	MF	Axel Witsel	Girona
Belgium	MF	Kevin De Bruyne	Napoli
Belgium	MF	Youri Tielemans	Aston Villa
Belgium	FW	Romelu Lukaku	Napoli
Belgium	FW	Leandro Trossard	Arsenal
Belgium	FW	Jérémy Doku	Manchester City
Belgium	GK	Senne Lammens	Manchester United
Belgium	GK	Mike Penders	Strasbourg
Belgium	FW	Dodi Lukébakio	Benfica
Belgium	DF	Thomas Meunier	Lille
Belgium	DF	Koni De Winter	Milan
Belgium	FW	Charles De Ketelaere	Atalanta
Belgium	DF	Joaquin Seys	Club Brugge
Belgium	MF	Diego Moreira	Strasbourg
Belgium	MF	Hans Vanaken	Club Brugge
Belgium	DF	Timothy Castagne	Fulham
Belgium	MF	Alexis Saelemaekers	Milan
Belgium	MF	Nicolas Raskin	Rangers
Belgium	MF	Amadou Onana	Aston Villa
Belgium	DF	Nathan Ngoy	Lille
Belgium	FW	Matias Fernandez-Pardo	Lille
Egypt	GK	Mohamed El Shenawy	Al Ahly
Egypt	DF	Yasser Ibrahim	Al Ahly
Egypt	DF	Mohamed Hany	Al Ahly
Egypt	DF	Hossam Abdelmaguid	Zamalek
Egypt	DF	Ramy Rabia	Al Ain
Egypt	DF	Mohamed Abdelmonem	Nice
Egypt	FW	Trézéguet	Al Ahly
Egypt	MF	Emam Ashour	Al Ahly
Egypt	FW	Hamza Abdelkarim	Barcelona B
Egypt	FW	Mohamed Salah	Liverpool
Egypt	MF	Mostafa Ziko	Pyramids
Egypt	FW	Haissem Hassan	Oviedo
Egypt	DF	Ahmed Fatouh	Zamalek
Egypt	MF	Hamdy Fathy	Al-Wakrah
Egypt	DF	Karim Hafez	Pyramids
Egypt	GK	El Mahdy Soliman	Zamalek
Egypt	MF	Mohanad Lasheen	Pyramids
Egypt	MF	Nabil Emad	Al-Najma
Egypt	MF	Marwan Attia	Al Ahly
Egypt	FW	Ibrahim Adel	Nordsjælland
Egypt	MF	Mahmoud Saber	ZED
Egypt	FW	Omar Marmoush	Manchester City
Egypt	GK	Mostafa Shobeir	Al Ahly
Egypt	DF	Tarek Alaa	ZED
Egypt	FW	Zizo	Al Ahly
Egypt	GK	Mohamed Alaa	El Gouna
Iran	GK	Alireza Beiranvand	Tractor
Iran	DF	Saleh Hardani	Esteghlal
Iran	DF	Ehsan Hajsafi	Sepahan
Iran	DF	Shojae Khalilzadeh	Tractor
Iran	DF	Milad Mohammadi	Persepolis
Iran	MF	Saeid Ezatolahi	Shabab Al Ahli
Iran	MF	Alireza Jahanbakhsh	Dender
Iran	MF	Mohammad Mohebi	Rostov
Iran	FW	Mehdi Taremi	Olympiacos
Iran	FW	Mehdi Ghayedi	Al Nasr
Iran	FW	Ali Alipour	Persepolis
Iran	GK	Payam Niazmand	Persepolis
Iran	DF	Hossein Kanaanizadegan	Persepolis
Iran	MF	Saman Ghoddos	Kalba
Iran	MF	Rouzbeh Cheshmi	Esteghlal
Iran	MF	Mehdi Torabi	Tractor
Iran	DF	Aria Yousefi	Sepahan
Iran	FW	Amirhossein Hosseinzadeh	Tractor
Iran	DF	Ali Nemati	Foolad
Iran	FW	Shahriyar Moghanlou	Kalba
Iran	MF	Mohammad Ghorbani	Al Wahda
Iran	GK	Hossein Hosseini	Sepahan
Iran	DF	Ramin Rezaeian	Foolad
Iran	FW	Dennis Eckert	Standard Liège
Iran	DF	Danial Eiri	Malavan
Iran	MF	Amirmohammad Razzaghinia	Esteghlal
New Zealand	GK	Max Crocombe	Millwall
New Zealand	DF	Tim Payne	Wellington Phoenix
New Zealand	DF	Francis de Vries	Auckland FC
New Zealand	DF	Tyler Bindon	Sheffield United
New Zealand	DF	Michael Boxall	Minnesota United FC
New Zealand	MF	Joe Bell	Viking
New Zealand	MF	Matthew Garbett	Peterborough United
New Zealand	MF	Marko Stamenić	Swansea City
New Zealand	FW	Chris Wood	Nottingham Forest
New Zealand	MF	Sarpreet Singh	Wellington Phoenix
New Zealand	MF	Elijah Just	Motherwell
New Zealand	GK	Alex Paulsen	Lechia Gdańsk
New Zealand	DF	Liberato Cacace	Wrexham
New Zealand	MF	Alex Rufer	Wellington Phoenix
New Zealand	DF	Nando Pijnaker	Auckland FC
New Zealand	DF	Finn Surman	Portland Timbers
New Zealand	FW	Kosta Barbarouses	Western Sydney Wanderers
New Zealand	FW	Ben Waine	Port Vale
New Zealand	MF	Ben Old	Saint-Étienne
New Zealand	MF	Callum McCowatt	Silkeborg
New Zealand	FW	Jesse Randall	Auckland FC
New Zealand	GK	Michael Woud	Auckland FC
New Zealand	MF	Ryan Thomas	PEC Zwolle
New Zealand	DF	Callan Elliot	Auckland FC
New Zealand	MF	Lachlan Bayliss	Newcastle Jets
New Zealand	DF	Tommy Smith	Braintree Town
