Curaçao	GK	Eloy Room	Miami FC
Curaçao	DF	Shurandy Sambo	Sparta Rotterdam
Curaçao	DF	Jurién Gaari	Abha
Curaçao	DF	Roshon van Eijma	RKC Waalwijk
Curaçao	DF	Sherel Floranus	PEC Zwolle
Curaçao	MF	Godfried Roemeratoe	RKC Waalwijk
Curaçao	MF	Juninho Bacuna	FC Volendam
Curaçao	MF	Livano Comenencia	FC Zürich
Curaçao	FW	Jürgen Locadia	Miami FC
Curaçao	MF	Leandro Bacuna	Iğdır F.K.
Curaçao	FW	Jeremy Antonisse	A.E. Kifisia F.C.
Curaçao	FW	Sontje Hansen	Middlesbrough F.C.
Curaçao	FW	Tyrese Noslin	SC Telstar
Curaçao	FW	Kenji Gorré	Maccabi Haifa F.C.
Curaçao	MF	Ar'jany Martha	Rotherham United F.C.
Curaçao	FW	Jearl Margaritha	SK Beveren
Curaçao	FW	Brandley Kuwas	FC Volendam
Curaçao	DF	Armando Obispo	PSV Eindhoven
Curaçao	FW	Gervane Kastaneer	Terengganu FC
Curaçao	DF	Joshua Brenet	Kayserispor
Curaçao	MF	Tahith Chong	Sheffield United F.C.
Curaçao	MF	Kevin Felida	FC Den Bosch
Curaçao	DF	Riechedly Bazoer	Konyaspor
Curaçao	DF	Deveron Fonville	NEC Nijmegen
Curaçao	GK	Tyrick Bodak	SC Telstar
Curaçao	GK	Trevor Doornbusch	VVV-Venlo
Ecuador	GK	Hernán Galíndez	Huracán
Ecuador	DF	Félix Torres	Internacional
Ecuador	DF	Piero Hincapié	Arsenal
Ecuador	DF	Joel Ordóñez	Club Brugge
Ecuador	MF	Jordy Alcívar	Independiente del Valle
Ecuador	DF	Willian Pacho	Paris Saint-Germain
Ecuador	DF	Pervis Estupiñán	Milan
Ecuador	MF	Anthony Valencia	Antwerp
Ecuador	FW	John Yeboah	Venezia
Ecuador	MF	Kendry Páez	River Plate
Ecuador	FW	Kevin Rodríguez	Union Saint-Gilloise
Ecuador	GK	Moisés Ramírez	Kifisia
Ecuador	FW	Enner Valencia	Pachuca
Ecuador	MF	Alan Minda	Atlético Mineiro
Ecuador	MF	Pedro Vite	UNAM
Ecuador	FW	Jordy Caicedo	Huracán
Ecuador	DF	Ángelo Preciado	Atlético Mineiro
Ecuador	MF	Denil Castillo	Midtjylland
Ecuador	FW	Gonzalo Plata	Flamengo
Ecuador	FW	Nilson Angulo	Sunderland
Ecuador	MF	Alan Franco	Atlético Mineiro
Ecuador	GK	Gonzalo Valle	LDU Quito
Ecuador	MF	Moisés Caicedo	Chelsea
Ecuador	FW	Jeremy Arévalo	VfB Stuttgart
Ecuador	DF	Jackson Porozo	Tijuana
Ecuador	DF	Yaimar Medina	Genk
Germany	GK	Manuel Neuer	Bayern Munich
Germany	DF	Antonio Rüdiger	Real Madrid
Germany	DF	Waldemar Anton	Borussia Dortmund
Germany	DF	Jonathan Tah	Bayern Munich
Germany	MF	Aleksandar Pavlović	Bayern Munich
Germany	DF	Joshua Kimmich	Bayern Munich
Germany	FW	Kai Havertz	Arsenal
Germany	MF	Leon Goretzka	Bayern Munich
Germany	MF	Jamie Leweling	VfB Stuttgart
Germany	MF	Jamal Musiala	Bayern Munich
Germany	FW	Nick Woltemade	Newcastle United
Germany	GK	Oliver Baumann	TSG Hoffenheim
Germany	MF	Pascal Groß	Brighton & Hove Albion
Germany	FW	Maximilian Beier	Borussia Dortmund
Germany	DF	Nico Schlotterbeck	Borussia Dortmund
Germany	MF	Angelo Stiller	VfB Stuttgart
Germany	MF	Florian Wirtz	Liverpool
Germany	DF	Nathaniel Brown	Eintracht Frankfurt
Germany	MF	Leroy Sané	Galatasaray
Germany	MF	Nadiem Amiri	Mainz 05
Germany	GK	Alexander Nübel	VfB Stuttgart
Germany	DF	David Raum	RB Leipzig
Germany	MF	Felix Nmecha	Borussia Dortmund
Germany	DF	Malick Thiaw	Newcastle United
Germany	MF	Assan Ouédraogo	RB Leipzig
Germany	FW	Deniz Undav	VfB Stuttgart
Ivory Coast	GK	Yahia Fofana	Çaykur Rizespor
Ivory Coast	DF	Ousmane Diomande	Sporting CP
Ivory Coast	DF	Ghislain Konan	Gil Vicente
Ivory Coast	MF	Jean Michaël Seri	Maribor
Ivory Coast	DF	Wilfried Singo	Galatasaray
Ivory Coast	MF	Seko Fofana	Porto
Ivory Coast	DF	Odilon Kossounou	Atalanta
Ivory Coast	MF	Franck Kessié	Al-Ahli
Ivory Coast	FW	Ange-Yoan Bonny	Inter Milan
Ivory Coast	FW	Simon Adingra	Monaco
Ivory Coast	FW	Yan Diomande	RB Leipzig
Ivory Coast	FW	Elye Wahi	Nice
Ivory Coast	DF	Christopher Opéri	İstanbul Başakşehir
Ivory Coast	FW	Oumar Diakité	Cercle Brugge
Ivory Coast	FW	Amad Diallo	Manchester United
Ivory Coast	GK	Mohamed Koné	Charleroi
Ivory Coast	DF	Guéla Doué	Strasbourg
Ivory Coast	MF	Ibrahim Sangaré	Nottingham Forest
Ivory Coast	FW	Nicolas Pépé	Villarreal
Ivory Coast	DF	Emmanuel Agbadou	Beşiktaş
Ivory Coast	DF	Evan Ndicka	Roma
Ivory Coast	FW	Evann Guessand	Crystal Palace
Ivory Coast	GK	Alban Lafont	Panathinaikos
Ivory Coast	FW	Bazoumana Touré	TSG Hoffenheim
Ivory Coast	MF	Parfait Guiagon	Charleroi
Ivory Coast	MF	Christ Inao Oulaï	Trabzonspor
